Mode,Model,Accuracy,F1_score
Elastic_net,200-64-16,0.8619512195121951,0.8602290126497149
Elastic_net,200-256-16,0.8765853658536585,0.8755985353798308
Elastic_net,200-1024-16,0.8697560975609756,0.8682742468970991
Elastic_net,200-8192-16,0.8678048780487805,0.8673884384936206
Elastic_net,200-32-32-16,0.8570731707317073,0.8544225450658903
Elastic_net,200-64-64-16,0.8863414634146342,0.8847093749338737
Elastic_net,200-256-256-16,0.9039024390243904,0.9037871048106956
Elastic_net,200-1024-1024-16,0.9053658536585366,0.9047766512732393
Elastic_net,200-8196-8196-16,0.8702439024390244,0.8658821315485198
Elastic_net,200-64-32-16,0.8721951219512195,0.8697314784173457
Elastic_net,200-32-64-16,0.8702439024390244,0.8689314911159172
Elastic_net,200-256-32-16,0.8673170731707317,0.864696154331687
Elastic_net,200-32-256-16,0.8814634146341463,0.8812468091313378
Elastic_net,200-2048-32-16,0.8795121951219512,0.8785370371292238
Elastic_net,200-32-2048-16,0.906829268292683,0.9056235317201348
Elastic_net,200-32-32-32-16,0.8434146341463414,0.8416719599617739
Elastic_net,200-64-64-64-16,0.8960975609756098,0.8952437092360023
Elastic_net,200-256-256-256-16,0.8887804878048781,0.888734259553875
Elastic_net,200-512-512-512-16,0.8931707317073171,0.8919084323423739
Elastic_net,200-256-512-256-16,0.868780487804878,0.8643806088479982
Elastic_net,200-256-128-64-16,0.8497560975609756,0.8504463375261215
Elastic_net,200-256-128-64-32-16,0.8639024390243902,0.861039162064558
Elastic_net,200-512-64-32-32-16,0.868780487804878,0.8661268717525972
Elastic_net,200-512-1024-1024-512-16,0.8204878048780487,0.8201653520935426
Elastic_net,200-32-32-32-32-16,0.8307317073170731,0.8272872263090939
Elastic_net,200-64-64-64-64-16,0.8619512195121951,0.8580296454791622
Elastic_net,200-128-128-128-128-16,0.8814634146341463,0.8794315692464446
Elastic_net,200-256-256-256-256-16,0.8824390243902439,0.880990137203436
Elastic_net,200-128-128-64-64-16,0.8604878048780488,0.859602205111782
Elastic_net,200-256-512-256-128-16,0.8741463414634146,0.8741951748800347
Elastic_net,200-256-256-128-64-16,0.8497560975609756,0.8470465447464808
Elastic_net,200-256-256-256-64-16,0.871219512195122,0.8673363862885429
Elastic_net,200-128-256-128-64-16,0.8721951219512195,0.870753367020994
Elastic_net_dropout_bn,200-16,0.7541463414634146,0.7457292259878424
Elastic_net_dropout_bn,200-32-16,0.791219512195122,0.7828341027565544
Elastic_net_dropout_bn,200-64-16,0.8136585365853658,0.8065445937960228
Elastic_net_dropout_bn,200-256-16,0.8492682926829268,0.8474495310417507
Elastic_net_dropout_bn,200-1024-16,0.8390243902439024,0.8352010577956824
Elastic_net_dropout_bn,200-8192-16,0.7746341463414634,0.7688474867433799
Elastic_net_dropout_bn,200-16384-16,0.6175609756097561,0.5714834545053672
Elastic_net_dropout_bn,200-32-32-16,0.6795121951219513,0.6369763230487453
Elastic_net_dropout_bn,200-64-64-16,0.76,0.7433445607460437
Elastic_net_dropout_bn,200-256-256-16,0.8429268292682927,0.8380746675943115
Elastic_net_dropout_bn,200-1024-1024-16,0.8404878048780487,0.8369749960435086
Elastic_net_dropout_bn,200-2048-2048-16,0.8,0.7904735026230568
Elastic_net_dropout_bn,200-8196-8196-16,0.7419512195121951,0.7337982159615578
Elastic_net_dropout_bn,200-16384-16384-16,0.5517073170731708,0.5210556593483919
Elastic_net_dropout_bn,200-64-32-16,0.7878048780487805,0.7716025514554204
Elastic_net_dropout_bn,200-32-64-16,0.7160975609756097,0.6891946448531043
Elastic_net_dropout_bn,200-256-32-16,0.8170731707317073,0.8082449414192489
Elastic_net_dropout_bn,200-32-256-16,0.8073170731707318,0.7995817187557771
Elastic_net_dropout_bn,200-2048-64-16,0.8165853658536585,0.8051977900339077
Elastic_net_dropout_bn,200-64-2048-16,0.8351219512195122,0.8282836875425432
Elastic_net_dropout_bn,200-8196-64-16,0.8121951219512196,0.8023531163002722
Elastic_net_dropout_bn,200-64-8196-16,0.8473170731707317,0.8429311491198969
Elastic_net_dropout_bn,200-32-32-32-16,0.7029268292682926,0.6557744298878937
Elastic_net_dropout_bn,200-64-64-64-16,0.74,0.7126000891529872
Elastic_net_dropout_bn,200-256-256-256-16,0.8492682926829268,0.8433708092492047
Elastic_net_dropout_bn,200-512-512-512-16,0.8312195121951219,0.8215046191636889
Elastic_net_dropout_bn,200-1024-1024-1024-16,0.8619512195121951,0.8577738361960059
Elastic_net_dropout_bn,200-4096-4096-4096-16,0.6775609756097561,0.6608496655825158
Elastic_net_dropout_bn,200-256-512-256-16,0.8273170731707317,0.8182259824046528
Elastic_net_dropout_bn,200-256-128-64-16,0.8126829268292682,0.7996324039004237
Elastic_net_dropout_bn,200-256-128-64-32-16,0.697560975609756,0.6418688827986049
Elastic_net_dropout_bn,200-512-64-32-32-16,0.7448780487804878,0.7177678321052221
Elastic_net_dropout_bn,200-512-1024-1024-512-16,0.8346341463414634,0.8286156256742727
Elastic_net_dropout_bn,200-32-32-32-32-16,0.6102439024390244,0.5299433322074095
Elastic_net_dropout_bn,200-64-64-64-64-16,0.735609756097561,0.7026647271692478
Elastic_net_dropout_bn,200-128-128-128-128-16,0.7990243902439025,0.7856750266618753
Elastic_net_dropout_bn,200-256-256-256-256-16,0.8107317073170732,0.7942357874543254
Elastic_net_dropout_bn,200-512-512-512-512-16,0.8375609756097561,0.8284164247312701
Elastic_net_dropout_bn,200-1024-1024-1024-1024-16,0.8385365853658536,0.8289824672678
Elastic_net_dropout_bn,200-128-128-64-64-16,0.7526829268292683,0.7263595088801169
Elastic_net_dropout_bn,200-256-512-256-128-16,0.8107317073170732,0.796688982619141
Elastic_net_dropout_bn,200-256-256-128-64-16,0.8078048780487805,0.7934678154540352
Elastic_net_dropout_bn,200-256-256-256-64-16,0.8082926829268293,0.7934074024057302
Elastic_net_dropout_bn,200-128-256-128-64-16,0.7682926829268293,0.7461683741478778
Elastic_net_dropout_bn,200-512-1024-1024-512-512-256-256-64-64-16,0.6429268292682927,0.5899236216469341
Elastic_net_dropout_bn,200-512-1024-2048-1024-512-256-128-64-32-16,0.5795121951219512,0.4847275738131584
Elastic_net_dropout_bn,200-4096-2048-1024-512-256-128-64-32-16,0.6765853658536586,0.6282989511619437
Elastic_net_dropout_bn,200-1024-1024-512-512-256-256-64-64-16,0.6882926829268292,0.6414530108400948
Elastic_net_dropout_bn,200-1024-512-512-256-128-128-64-64-16,0.6175609756097561,0.5445203369535536
Elastic_net_dropout_bn,200-512-1024-2048-2048-1024-512-256-64-16,0.7185365853658536,0.6819904133512996
KFold_bn_dropout,200-16,0.7804878048780488,0.7753053518009813
KFold_bn_dropout,200-32-16,0.8760975609756098,0.8735670696100357
KFold_bn_dropout,200-64-16,0.8795121951219512,0.8777921637061155
KFold_bn_dropout,200-256-16,0.8995121951219512,0.8982346448083272
KFold_bn_dropout,200-1024-16,0.8975609756097561,0.8977880535599166
KFold_bn_dropout,200-8192-16,0.8663414634146341,0.8673330758448171
KFold_bn_dropout,200-32-32-16,0.8551219512195122,0.8489504084485855
KFold_bn_dropout,200-64-64-16,0.8804878048780488,0.8778210893222157
KFold_bn_dropout,200-256-256-16,0.917560975609756,0.9160559034565846
KFold_bn_dropout,200-1024-1024-16,0.9195121951219511,0.9192236509070558
KFold_bn_dropout,200-8196-8196-16,0.902439024390244,0.9004359438504279
KFold_bn_dropout,200-64-32-16,0.8931707317073171,0.8900800453685369
KFold_bn_dropout,200-32-64-16,0.8780487804878049,0.8730719986760886
KFold_bn_dropout,200-256-32-16,0.9097560975609756,0.907505233466701
KFold_bn_dropout,200-32-256-16,0.8731707317073171,0.8682226014249169
KFold_bn_dropout,200-2048-32-16,0.8960975609756098,0.8945002294868688
KFold_bn_dropout,200-32-2048-16,0.8648780487804878,0.863863320876037
KFold_bn_dropout,200-32-32-32-16,0.8307317073170731,0.8214892024501491
KFold_bn_dropout,200-64-64-64-16,0.895609756097561,0.8931829010948951
KFold_bn_dropout,200-256-256-256-16,0.9248780487804878,0.9233130016293226
KFold_bn_dropout,200-512-512-512-16,0.926829268292683,0.9248563933225004
KFold_bn_dropout,200-256-512-256-16,0.917560975609756,0.9147760179190784
KFold_bn_dropout,200-256-128-64-16,0.9131707317073172,0.9121533804153412
KFold_bn_dropout,200-256-128-64-32-16,0.9151219512195122,0.9133826439771296
KFold_bn_dropout,200-512-64-32-32-16,0.8980487804878049,0.8926036460248036
KFold_bn_dropout,200-512-1024-1024-512-16,0.926829268292683,0.9253568231039646
KFold_bn_dropout,200-32-32-32-32-16,0.806829268292683,0.7907703825537193
KFold_bn_dropout,200-64-64-64-64-16,0.8892682926829268,0.8849708293644422
KFold_bn_dropout,200-128-128-128-128-16,0.9078048780487804,0.9065181453152544
KFold_bn_dropout,200-256-256-256-256-16,0.9292682926829268,0.92854573145894
KFold_bn_dropout,200-128-128-64-64-16,0.911219512195122,0.9087220122488954
KFold_bn_dropout,200-256-512-256-128-16,0.9229268292682928,0.9225174508418288
KFold_bn_dropout,200-256-256-128-64-16,0.9253658536585366,0.9239172598065222
KFold_bn_dropout,200-256-256-256-64-16,0.9214634146341464,0.9196005585408508
KFold_bn_dropout,200-128-256-128-64-16,0.913658536585366,0.9121162144502928
KFold_bn_dropout,200-512-512-512-512-16,0.9380487804878048,0.9373851862305124
KFold_bn_dropout,200-1024-1024-1024-1024-16,0.922439024390244,0.921129588691947
KFold_bn_dropout,200-2048-2048-2048-2048-16,0.9346341463414636,0.9344570961562552
KFold_bn_dropout,200-4096-4096-4096-4096-16,0.9190243902439024,0.9168530035777066
KFold_bn_dropout,200-1024-2048-2048-1024-16,0.928780487804878,0.927668012833249
KFold_bn_dropout,200-1024-2048-1024-512-16,0.9360975609756098,0.9360321878635668
KFold_bn_dropout,200-1024-1024-512-512-16,0.9395121951219512,0.9390785884457568
KFold_bn_dropout,200-1024-512-256-128-16,0.9234146341463416,0.922509303530083
KFold_bn_dropout,200-1024-1024-512-256-16,0.9253658536585366,0.924787027525869
KFold_bn_dropout,200-512-512-512-512-512-16,0.9234146341463416,0.9225284051904334
KFold_bn_dropout,200-1024-1024-1024-1024-1024-16,0.9273170731707318,0.926684935706822
KFold_bn_dropout,200-2048-2048-2048-2048-2048-16,0.9380487804878048,0.9374499441431996
KFold_bn_dropout,200-4096-4096-4096-4096-4096-16,0.9297560975609755,0.9295210052021506
KFold_bn_dropout,200-4096-2048-1024-512-256-16,0.9370731707317074,0.9367159399736616
KFold_bn_dropout,200-4096-2048-2048-1024-512-16,0.9326829268292685,0.9315637063662572
KFold_bn_dropout,200-4096-4096-1024-512-256-16,0.9180487804878048,0.9168603611116736
KFold_bn_dropout,200-4096-4096-4096-4096-1024-16,0.9263414634146342,0.9254613365985016
KFold_bn_dropout,200-4096-4096-4096-2048-1024-16,0.9302439024390244,0.9301942643385795
KFold_bn_dropout,200-4096-4096-4096-2048-512-16,0.915609756097561,0.9147371161265244
KFold_bn_dropout,200-4096-4096-4096-4096-4096-1024-16,0.9151219512195122,0.9136354115922778
KFold_bn_dropout,200-4096-4096-4096-4096-2048-1024-16,0.9180487804878048,0.918790248675595
KFold_bn_dropout,200-4096-8192-4096-2048-2048-512-16,0.9258536585365854,0.9250845916785068
KFold_bn_dropout,200-8192-8192-4096-2048-512-512-16,0.9365853658536586,0.9364898334975168
KFold_bn_dropout,200-2048-4096-8192-8192-4096-2048-1024-512-128-16,0.9282926829268292,0.9281946826729904
KFold_bn_dropout,200-2048-4096-8192-4096-1024-512-128-16,0.9263414634146342,0.925027094385804
KFold_bn_dropout,200-2048-4096-4096-2048-2048-1024-1024-512-512-256-256-16,0.9234146341463416,0.9219820264245068
KFold_bn_dropout,200-4096-8192-8192-2048-1024-256-128-64-16,0.9297560975609755,0.9289961375718132
KFold_bn_dropout,200-8192-8192-2048-512-128-64-16,0.9273170731707318,0.9268701405129116
KFold_bn_dropout,200-8192-8192-2048-512-256-32-16,0.9214634146341464,0.9200154647410062
KFold_cv,200-16,0.7760975609756098,0.7713172674392005
KFold_cv,200-32-16,0.8663414634146341,0.864146744191054
KFold_cv,200-64-16,0.8790243902439024,0.8789439283215074
KFold_cv,200-256-16,0.8980487804878049,0.8954005851371045
KFold_cv,200-1024-16,0.9131707317073172,0.9129286816443254
KFold_cv,200-8192-16,0.915609756097561,0.9152878616409432
KFold_cv,200-32-32-16,0.8824390243902439,0.8810310174429322
KFold_cv,200-64-64-16,0.9048780487804878,0.9036349567294284
KFold_cv,200-256-256-16,0.9219512195121952,0.9215373809515396
KFold_cv,200-1024-1024-16,0.9019512195121951,0.9025828502397966
KFold_cv,200-8196-8196-16,0.9292682926829268,0.928967302188
KFold_cv,200-64-32-16,0.8960975609756098,0.8943956875975045
KFold_cv,200-32-64-16,0.9019512195121951,0.9010795187432143
KFold_cv,200-256-32-16,0.8990243902439025,0.8975307152822197
KFold_cv,200-32-256-16,0.8975609756097561,0.8963060267151095
KFold_cv,200-2048-32-16,0.8902439024390244,0.8888498944262311
KFold_cv,200-32-2048-16,0.9360975609756098,0.9358540651862156
KFold_cv,200-32-32-32-16,0.8868292682926829,0.8855735635587895
KFold_cv,200-64-64-64-16,0.9126829268292684,0.9122601353165816
KFold_cv,200-256-256-256-16,0.9209756097560976,0.9208613899615784
KFold_cv,200-512-512-512-16,0.9321951219512196,0.9312305976686144
KFold_cv,200-256-512-256-16,0.928780487804878,0.9274128306869752
KFold_cv,200-256-128-64-16,0.9209756097560976,0.9203354718302502
KFold_cv,200-256-128-64-32-16,0.8639024390243902,0.8636272359633256
KFold_cv,200-512-64-32-32-16,0.911219512195122,0.9098136428938788
KFold_cv,200-512-1024-1024-512-16,0.904390243902439,0.9020938855345104
KFold_cv,200-32-32-32-32-16,0.88,0.8782422976679984
KFold_cv,200-64-64-64-64-16,0.9053658536585366,0.9046661438878608
KFold_cv,200-128-128-128-128-16,0.9190243902439024,0.9184740092107612
KFold_cv,200-256-256-256-256-16,0.9082926829268292,0.9073990416915902
KFold_cv,200-128-128-64-64-16,0.9117073170731708,0.911469904142807
KFold_cv,200-256-512-256-128-16,0.9185365853658536,0.918730631850566
KFold_cv,200-256-256-128-64-16,0.922439024390244,0.92085791025922
KFold_cv,200-256-256-256-64-16,0.9151219512195122,0.915025245336406
KFold_cv,200-128-256-128-64-16,0.913658536585366,0.9137585748427992
KFold_cv,200-512-512-512-512-16,0.9263414634146342,0.9255625205607968
KFold_cv,200-1024-1024-1024-1024-16,0.9034146341463416,0.9020376377587708
KFold_cv,200-2048-2048-2048-2048-16,0.9170731707317074,0.9165906421708782
KFold_cv,200-4096-4096-4096-4096-16,0.9282926829268292,0.9280812639818264
KFold_cv,200-1024-2048-2048-1024-16,0.9180487804878048,0.9182444153396548
KFold_cv,200-1024-2048-1024-512-16,0.9097560975609756,0.9080367819227552
KFold_cv,200-1024-1024-512-512-16,0.931219512195122,0.9310707436050804
KFold_cv,200-1024-512-256-128-16,0.9180487804878048,0.9168081302236786
KFold_cv,200-1024-1024-512-256-16,0.9209756097560976,0.9204735108208312
KFold_cv,200-512-512-512-512-512-16,0.902439024390244,0.9012118337479056
KFold_cv,200-1024-1024-1024-1024-1024-16,0.9239024390243904,0.923247248091464
KFold_cv,200-2048-2048-2048-2048-2048-16,0.9019512195121951,0.9012078024297276
KFold_cv,200-4096-4096-4096-4096-4096-16,0.9195121951219511,0.9182912411925804
KFold_cv,200-4096-2048-1024-512-256-16,0.9146341463414634,0.9133210035093408
KFold_cv,200-4096-2048-2048-1024-512-16,0.915609756097561,0.915380716465752
KFold_cv,200-4096-4096-1024-512-256-16,0.9214634146341464,0.9207608991360846
KFold_cv,200-4096-4096-4096-4096-1024-16,0.8990243902439025,0.8974218077138351
KFold_cv,200-4096-4096-4096-2048-1024-16,0.9146341463414634,0.9143170823993252
KFold_cv,200-4096-4096-4096-2048-512-16,0.9214634146341464,0.9208027364249708
KFold_cv,200-4096-4096-4096-4096-4096-1024-16,0.9053658536585366,0.9060099079497028
KFold_cv,200-4096-4096-4096-4096-2048-1024-16,0.9102439024390244,0.9088600097504388
KFold_cv,200-4096-8192-4096-2048-2048-512-16,0.9258536585365854,0.925009731748327
KFold_cv,200-8192-8192-4096-2048-512-512-16,0.9151219512195122,0.9139058579477408
KFold_cv,200-2048-4096-8192-8192-4096-2048-1024-512-128-16,0.8990243902439025,0.8938592216149137
KFold_cv,200-2048-4096-8192-4096-1024-512-128-16,0.8995121951219512,0.897959507765692
KFold_cv,200-2048-4096-4096-2048-2048-1024-1024-512-512-256-256-16,0.9102439024390244,0.9089120762118408
KFold_cv,200-4096-8192-8192-2048-1024-256-128-64-16,0.908780487804878,0.908124244424859
KFold_cv,200-8192-8192-2048-512-128-64-16,0.8717073170731707,0.8704557726974365
KFold_cv,200-8192-8192-2048-512-256-32-16,0.915609756097561,0.9151158115608908
Lasso,200-16,0.748780487804878,0.7404014999005852
Lasso,200-32-16,0.828780487804878,0.8255143108027122
Lasso,200-64-16,0.8414634146341463,0.8386270268974867
Lasso,200-256-16,0.8804878048780488,0.8786405132943502
Lasso,200-1024-16,0.8853658536585366,0.8837863459377453
Lasso,200-8192-16,0.875609756097561,0.8737161471485483
Lasso,200-32-32-16,0.8492682926829268,0.8469828562515747
Lasso,200-64-64-16,0.884390243902439,0.88289116212262
Lasso,200-256-256-16,0.8917073170731707,0.8904033308557684
Lasso,200-1024-1024-16,0.8892682926829268,0.887501115123153
Lasso,200-8196-8196-16,0.8990243902439025,0.8973480727675985
Lasso,200-64-32-16,0.8751219512195122,0.8730668922863846
Lasso,200-32-64-16,0.8668292682926829,0.8655505525912666
Lasso,200-256-32-16,0.8268292682926829,0.8285819832548035
Lasso,200-32-256-16,0.8926829268292683,0.8908668665438149
Lasso,200-2048-32-16,0.8619512195121951,0.8596367548415494
Lasso,200-32-2048-16,0.8921951219512195,0.8901758866690352
Lasso,200-32-32-32-16,0.8609756097560975,0.8603550777847631
Lasso,200-64-64-64-16,0.8917073170731707,0.8903623329071452
Lasso,200-256-256-256-16,0.7824390243902439,0.7820874230625691
Lasso,200-512-512-512-16,0.8848780487804878,0.8836520457921164
Lasso,200-256-512-256-16,0.904390243902439,0.9027704857037556
Lasso,200-256-128-64-16,0.8473170731707317,0.8427828626218995
Lasso,200-256-128-64-32-16,0.8790243902439024,0.877462245682365
Lasso,200-512-64-32-32-16,0.8590243902439024,0.8586761021458063
Lasso,200-512-1024-1024-512-16,0.8887804878048781,0.8888213477502497
Lasso,200-32-32-32-32-16,0.8375609756097561,0.835764293520608
Lasso,200-64-64-64-64-16,0.8746341463414634,0.8724584817094424
Lasso,200-128-128-128-128-16,0.8668292682926829,0.8657066610641319
Lasso,200-256-256-256-256-16,0.8580487804878049,0.8568004212987679
Lasso,200-128-128-64-64-16,0.8546341463414634,0.8505585836834934
Lasso,200-256-512-256-128-16,0.8565853658536585,0.8542839169369171
Lasso,200-256-256-128-64-16,0.8692682926829268,0.8677092153327459
Lasso,200-256-256-256-64-16,0.855609756097561,0.8549102360121092
Lasso,200-128-256-128-64-16,0.8917073170731707,0.8901413459562798
optimized,0.3_0.0001_True__200-16,0.7853658536585366,0.7800772604134543
optimized,0.3_0.0001_True__200-512-512-16,0.891219512195122,0.8890728808849712
optimized,0_0.0001_True__200-512-512-16,0.913658536585366,0.9129556659357392
optimized,0_0.001_True__200-512-512-16,0.891219512195122,0.8879274729700788
optimized,lr_0.0001__0.3_0.0001_True__200-512-512-16,0.9019512195121951,0.9002176276554663
